epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,16227.6,0.57877,0.49998,0.97489,0.48963,0.43517,0.44604,0.22371,1.86527,1.81406,1.67218,0.000244,0.000244,0.000244
128,16351.3,0.57455,0.49736,0.97456,0.46499,0.4581,0.446,0.22405,1.86601,1.81191,1.67211,0.000238,0.000238,0.000238
129,16474.6,0.5703,0.49077,0.97034,0.46231,0.45594,0.44627,0.22411,1.86628,1.80973,1.67168,0.000232,0.000232,0.000232
130,16598.1,0.56948,0.49145,0.97065,0.46408,0.45421,0.44584,0.22372,1.86681,1.80772,1.6719,0.000226,0.000226,0.000226
131,16721.9,0.56553,0.48829,0.97023,0.48593,0.44336,0.4469,0.22362,1.86708,1.80665,1.67194,0.00022,0.00022,0.00022
132,16845.6,0.56405,0.48741,0.96883,0.48585,0.4467,0.44776,0.22413,1.86807,1.80582,1.6722,0.000214,0.000214,0.000214
133,16969,0.56084,0.48246,0.96862,0.47603,0.45151,0.44888,0.22469,1.86861,1.80473,1.67284,0.000208,0.000208,0.000208
134,17092.3,0.55577,0.48162,0.96668,0.48018,0.44975,0.44791,0.22419,1.86953,1.80316,1.67277,0.000202,0.000202,0.000202
135,17215.8,0.55786,0.48131,0.96737,0.48559,0.44436,0.44912,0.22474,1.87022,1.80234,1.67247,0.000196,0.000196,0.000196
136,17338.4,0.55113,0.47704,0.96518,0.48148,0.44056,0.44865,0.22421,1.87013,1.80163,1.67154,0.00019,0.00019,0.00019
137,17461.5,0.5527,0.47715,0.96562,0.48547,0.44911,0.44928,0.22449,1.87024,1.80052,1.6714,0.000184,0.000184,0.000184
138,17585,0.54946,0.47472,0.96505,0.47889,0.45339,0.44828,0.22419,1.87068,1.799,1.67164,0.000178,0.000178,0.000178
